product;code;libelle
Glace industrielle — Groupe EDF;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Ice Pack — Bordeaux Métropole;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Glace cryogénique — Fédération Syndicale;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Ice Block — Toulouse Métropole;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Glace à usage professionnel — Mairie de Lyon;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Ice Pack — Mairie de Paris;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Glace industrielle — Région Île‑de‑France;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Ice Block — Métropole Grenoble;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Glace en blocs — Centrale de Nantes;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Ice Pack — Centrale de Brest;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Glace de refroidissement — Syndicat Thermique;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Ice Block — Syndicat Froid;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Glace industrielle — Union Energie;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Ice Pack — Union Froid;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Glace cryogénique — Groupement SNCF;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Ice Block — Groupement SNCB;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Glace à usage professionnel — CFA Paris;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Ice Pack — CFA Lyon;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Glace industrielle — CFA Marseille;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Ice Block — CFA Toulouse;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
Glace en vrac — CFA Bordeaux;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
100. Ice Pack — CFA Nantes;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
101. Eau chaude Engie (100 L);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
102. Vapeur Veolia (500 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
103. Eau chaude Suez (200 L);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
104. Vapeur district (1 000 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
105. Eau chaude district (150 L);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
106. Vapeur industrielle Engie (750 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
107. Eau chaude Citel (80 L);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
108. Vapeur GDF Suez (600 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
109. Chauffage urbain TotalEnergies (300 L);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
110. Chauffage urbain EDF (250 L);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
111. Eau chaude Thermorégion (120 L);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
112. Vapeur Air Liquide (400 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
113. Bloc de glace Ice‑Block (50 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
114. Bloc de glace Sibelco (30 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
115. Glace industrielle Cryo‑France (100 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
116. Glace de refroidissement Air‑Cool (80 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
117. Glace en vrac Garde‑Froid (60 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
118. Glace cryogénique Sidi (40 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
119. Bloc glace Thermo‑Ice (70 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
120. Ice Pack K‑Line (20 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
121. Ice Pack Alimex (15 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
122. Ice Pack Muller (10 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
123. Ice Pack Thermal‑Pro (25 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
124. Ice Pack Alphaline (18 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
125. Ice Pack Milan (12 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
126. Ice Pack Novem (22 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
127. Ice Pack Logistec (16 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
128. Ice Pack Euro‑Log (14 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
129. Ice Pack Brenntag (19 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
130. Ice Pack Cible (21 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
131. Ice Pack Centrale (23 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
132. Ice Pack Bordeaux Métropole (24 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
133. Ice Pack Mairie Paris (27 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
134. Ice Pack Mairie Lyon (28 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
135. Ice Pack Région Île‑de‑France (26 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
136. Ice Pack Métropole Grenoble (29 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
137. Ice Pack Centrale Nantes (31 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
138. Ice Pack Centrale Brest (33 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
139. Ice Pack Syndicat Thermique (35 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
140. Ice Pack Union Energie (34 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
141. Ice Pack Groupement SNCF (32 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
142. Ice Pack CFA Paris (30 kg);04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
143. Eau chaude Engie (200 L) – abonnement mensuel;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
144. Vapeur Veolia (1 200 kg) – facture trimestrielle;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
145. Eau chaude Suez (180 L) – consommation saisonnière;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
146. Vapeur district (900 kg) – service industriel;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
147. Eau chaude Thermorégion (160 L) – chauffage collectif;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
148. Vapeur Air Liquide (500 kg) – usine agroalimentaire;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
149. Bloc de glace Ice‑Block (100 kg) – stockage frigorifique;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
150. Bloc de glace Sibelco (120 kg) – centrale de production;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
151. Glace industrielle Cryo‑France (200 kg) – laboratoire;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
152. Glace de refroidissement Air‑Cool (150 kg) – salle blanche;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
153. Glace en vrac Garde‑Froid (80 kg) – magasin froid;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
154. Glace cryogénique Sidi (60 kg) – recherche médicale;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
155. Bloc glace Thermo‑Ice (90 kg) – entrepôt logistique;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
156. Ice Pack K‑Line (45 kg) – transport réfrigéré;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
157. Ice Pack Alimex (35 kg) – distribution alimentaire;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
158. Ice Pack Muller (40 kg) – catering événementiel;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
159. Ice Pack Thermal‑Pro (55 kg) – production bière;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
160. Ice Pack Alphaline (38 kg) – stockage vaccins;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
161. Ice Pack Milan (42 kg) – usine pharmaceutique;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
162. Ice Pack Novem (48 kg) – centre de données;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
163. Ice Pack Logistec (50 kg) – centre de tri;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
164. Ice Pack Euro‑Log (52 kg) – plateforme logistique;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
165. Ice Pack Brenntag (47 kg) – distribution chimique;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
166. Ice Pack Cible (44 kg) – production fromage;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
167. Ice Pack Centrale (46 kg) – raffinerie;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
168. Ice Pack Bordeaux Métropole (53 kg) – réseau de froid urbain;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
169. Ice Pack Mairie Paris (60 kg) – service de santé publique;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
170. Ice Pack Mairie Lyon (58 kg) – service d’urgence;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
171. Ice Pack Région Île‑de‑France (57 kg) – gestion de crise;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
172. Ice Pack Métropole Grenoble (59 kg) – station de ski;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
173. Ice Pack Centrale Nantes (61 kg) – agro‑industrie;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
174. Ice Pack Centrale Brest (62 kg) – pêche industrielle;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
175. Ice Pack Syndicat Thermique (63 kg) – réseau de froid;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
176. Ice Pack Union Energie (64 kg) – production d’énergie;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
177. Ice Pack Groupement SNCF (65 kg) – transport ferroviaire;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
178. Ice Pack CFA Paris (66 kg) – formation professionnelle;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
179. Eau chaude Engie (250 L) – hôtel 4 ★;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
180. Vapeur Veolia (1 500 kg) – spa bien‑être;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
181. Eau chaude Suez (300 L) – piscine municipale;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
182. Vapeur district (2 000 kg) – usine textile;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
183. Eau chaude Thermorégion (220 L) – résidence senior;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
184. Vapeur Air Liquide (800 kg) – laboratoire chimie;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
185. Bloc de glace Ice‑Block (150 kg) – centre de stockage froid;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
186. Bloc de glace Sibelco (170 kg) – entrepôt alimentaire;04.5.5.0;Autres sources d’énergie pour les systèmes de chauffage et de refroidissement (ND)
